bin,count,mean_prediction,mean_true,calibration_error
1,10,4.497036790847778,5.327493524551391,-0.8304567337036133
2,10,4.907991743087768,4.444284868240357,0.4637068748474116
3,10,5.164611673355102,5.4014850616455075,-0.23687338829040527
4,10,5.380302286148071,5.584022569656372,-0.20372028350830096
5,10,5.549251461029053,6.28837640285492,-0.7391249418258665
6,10,5.767480850219727,6.468712496757507,-0.7012316465377806
7,10,5.981274938583374,6.098583364486695,-0.11730842590332102
8,10,6.121943569183349,7.232315254211426,-1.1103716850280767
9,10,6.3048656463623045,6.909621477127075,-0.6047558307647707
10,10,6.60626482963562,6.833703470230103,-0.2274386405944826
