bin,count,mean_prediction,mean_true,calibration_error
1,10,4.722843265533447,5.086039519309997,-0.3631962537765503
2,10,5.3603253841400145,4.867189860343933,0.4931355237960817
3,10,5.592701816558838,5.387508606910705,0.20519320964813303
4,10,5.923086929321289,6.337316989898682,-0.41423006057739276
5,10,6.201963615417481,5.385106205940247,0.8168574094772341
6,10,6.398868894577026,6.616165089607239,-0.21729619503021258
7,10,6.577588176727295,7.1549904346466064,-0.5774022579193119
8,10,6.768766641616821,5.922040700912476,0.8467259407043457
9,10,6.936410188674927,6.853736853599548,0.08267333507537877
10,10,7.164284801483154,6.978504228591919,0.18578057289123517
