bin,count,mean_prediction,mean_true,calibration_error
1,10,4.171866631507873,4.606328248977661,-0.43446161746978795
2,10,4.878418064117431,5.360084056854248,-0.48166599273681676
3,10,5.262187719345093,4.955493783950805,0.30669393539428746
4,10,5.569575643539428,5.222247791290283,0.347327852249145
5,10,5.853987455368042,6.180349349975586,-0.32636189460754395
6,10,6.245369911193848,6.821354055404663,-0.5759841442108158
7,10,6.542391538619995,6.03134708404541,0.5110444545745851
8,10,6.790700101852417,6.558387708663941,0.23231239318847674
9,10,7.119786882400513,7.595512866973877,-0.4757259845733639
10,10,7.712138748168945,7.257493543624878,0.4546452045440672
