bin,count,mean_prediction,mean_true,calibration_error
1,10,4.268896126747132,5.40889298915863,-1.1399968624114987
2,10,4.897326135635376,5.036893820762634,-0.1395676851272576
3,10,5.3738123893737795,4.799378299713135,0.5744340896606444
4,10,5.683230066299439,5.551580643653869,0.13164942264556956
5,10,5.885203647613525,5.651922392845154,0.23328125476837158
6,10,6.223775863647461,6.413962173461914,-0.19018630981445295
7,10,6.748828935623169,6.159576034545898,0.5892529010772707
8,10,7.1184858798980715,7.051608419418335,0.06687746047973686
9,10,7.483693170547485,7.855600881576538,-0.37190771102905273
10,10,8.175933933258056,7.325214576721192,0.8507193565368647
