epoch,train_loss,train_mse,train_pcc,train_spearman,train_rmse,train_mae,train_median_absolute_error,train_r2,train_bias,val_loss,val_mse,val_pcc,val_spearman,val_rmse,val_mae,val_median_absolute_error,val_r2,val_bias,train_mean_prediction,val_mean_prediction
1.0,9.550953108072282,9.550953106246585,0.027683158387874,0.03729624618732644,3.0904616331943977,2.3531685941293836,1.783440351486206,-2.1719728658448747,-1.272504070289433,3.3854654693603514,3.3854654068381405,0.5009230213393736,0.5114177445548712,1.8399634254077282,1.4513767218589784,1.0817229747772217,-0.011148673892019234,-0.5739407563209533,4.969436006955802,5.740401582717896
2.0,3.5523686623573303,3.552368665601162,0.13358002452402,0.12695101789937227,1.884772841909911,1.4955968016386032,1.2332942485809326,-0.17977932583449152,-0.09982072293758393,2.682492971420288,2.6824929610831596,0.4994551860469413,0.494447894840565,1.6378317865651404,1.2917004370689391,1.1312487125396729,0.19881054024499367,-0.07731412172317505,6.142119354307652,6.2370282173156735
3.0,3.177269976437092,3.1772699523707555,0.24879223007954904,0.24658131972460795,1.7824898183077387,1.4208432194590568,1.21004319190979,-0.05520506323006247,-0.07724728733301163,2.544059133529663,2.544059137525034,0.5152055761555978,0.4918256090113034,1.5950107013826063,1.2720817351341247,1.0160377025604248,0.2401570495993255,0.10935273885726929,6.164692789912224,6.423695077896118
4.0,3.4132850259542464,3.413285019112469,0.23850661997165545,0.24705612047963074,1.8475077859409603,1.4716999018192292,1.2296600341796875,-0.13358817110498422,-0.12785723328590393,2.729406509399414,2.729406493653227,0.49205618014409885,0.4557136728087946,1.6520915512323242,1.3362921023368834,1.1378962993621826,0.18479871305278572,0.2124987292289734,6.1140828439593315,6.526841068267823
5.0,3.202026888728142,3.202026873514456,0.2788401666988618,0.24660653868069465,1.7894208206887658,1.4290937778353692,1.2335803508758545,-0.06342709942227498,0.0275032702088356,2.7441529846191406,2.744152952741246,0.5113454831360681,0.47960827732165434,1.6565485060031433,1.2927270245552063,1.0744380950927734,0.1803943370631993,-0.4653428339958191,6.269443347454071,5.84899950504303
6.0,3.1877244234085085,3.1877244017398043,0.27917579420971195,0.2551253661081736,1.7854199510870836,1.4437221673130989,1.2972044944763184,-0.058677096791224015,-0.12244902998209,2.492017412185669,2.4920173698327535,0.526548322901435,0.4931877574855422,1.5786124824771763,1.257174789905548,1.1214854717254639,0.2557005445299656,-0.08007253408432007,6.119491047263145,6.234269804954529
7.0,2.945899442434311,2.9458994365248596,0.333128139954274,0.3138629281367213,1.716362268440104,1.38195481300354,1.188288927078247,0.02163554001190382,-0.025720150470733644,2.5669738483428954,2.566973828605953,0.5430728329636825,0.5028248079244304,1.6021778392569137,1.246303186416626,0.9980039596557617,0.233313039481155,-0.4309442758560181,6.216219926774502,5.883398063182831
8.0,2.9401802960038186,2.94018028321877,0.3609120437074784,0.33457312862834326,1.7146953907965024,1.3779364988207816,1.2073490619659424,0.02353493150725594,-0.0805367174744606,2.290323352813721,2.29032330496396,0.5727211466974471,0.5330260998664754,1.513381414238975,1.2061907172203064,1.0618659257888794,0.3159412091700583,-0.06119207620620728,6.161403359770775,6.253150262832642
9.0,2.9150823336839675,2.915082338607433,0.3573644426464065,0.3474347727948726,1.7073612208924722,1.364150240421295,1.155118465423584,0.031870225211458214,-0.08879173874855041,3.207982997894287,3.207983013239933,0.5740833463128602,0.5185285196296424,1.791084312152818,1.4104361343383789,1.2170500755310059,0.0418606070663754,-0.9430620145797729,6.153148338496685,5.371280324459076
10.0,2.819434099197388,2.819434124699739,0.39672202472847096,0.38047111307693743,1.679117067002697,1.3536798804998398,1.1906921863555908,0.06363601191428614,-0.13258917093276978,2.5175586700439454,2.5175586278234046,0.5586212908644884,0.4961400792887384,1.5866816403498858,1.2680876517295838,0.9342200756072998,0.2480720485794189,-0.414357054233551,6.109350906312466,5.899985284805298
11.0,2.905316933989525,2.9053169203709377,0.3560640148037105,0.3486887127294404,1.7044990232824828,1.380429536998272,1.1709587574005127,0.03511342422261532,-0.047180048525333404,2.4970778465270995,2.497077801322493,0.5691645396870438,0.5147781108349319,1.5802144795319693,1.2517478585243225,0.9715182781219482,0.2541891279371875,-0.4616579794883728,6.194760028719902,5.8526843595504765
12.0,2.8379900854825975,2.8379900799514433,0.38130063735966147,0.3600998098859992,1.684633515026768,1.349568524956703,1.1899102926254272,0.05747338228942167,-0.08500242412090302,2.247199993133545,2.2471999720975595,0.575589457434706,0.5272714726118716,1.4990663668088746,1.2003670716285706,1.0637967586517334,0.3288210042947083,-0.013399693965911865,6.1569376531243325,6.300942645072937
13.0,2.719140736758709,2.7191407349451504,0.4120127373392824,0.3987715438761701,1.6489817266862452,1.3271134346723557,1.144946813583374,0.09694451080295574,-0.09262299001216888,2.319320478439331,2.319320498636593,0.5732820839116799,0.517160370501332,1.5229315475872818,1.2172495007514954,1.0114259719848633,0.30728051694456704,-0.23327893018722534,6.149317087233067,6.081063408851623
14.0,2.6309827390313147,2.6309827620032276,0.44123783135330735,0.4245140979916668,1.6220304442282296,1.2957069876790046,1.1197757720947266,0.12622270900673138,-0.08505052596330642,2.2331178188323975,2.2331177786729537,0.5819612057670792,0.5296297296619855,1.4943619971991238,1.2018809628486633,1.0691781044006348,0.3330269817588467,0.04694125413894654,6.156889551281929,6.361283593177795
15.0,2.467372481226921,2.4673724782334148,0.4740199235125335,0.4411016671373207,1.5707872160905227,1.271087046265602,1.0774991512298584,0.18055942021428595,-0.020799235105514527,2.332249116897583,2.3322491420451974,0.5785082643256865,0.5247091933233253,1.5271703055144823,1.2217070603370666,1.026831865310669,0.30341907425741743,-0.299439799785614,6.221140842139721,6.014902539253235
16.0,2.414902448654175,2.414902433981951,0.49269025298655184,0.4735615105208123,1.5539956351231978,1.2509080684185028,1.1016230583190918,0.19798527863740756,-0.11055487394332886,2.2451050662994385,2.2451050288388767,0.5777302458188583,0.5212528165781201,1.4983674545447379,1.205585916042328,1.0850086212158203,0.32944670825068945,-0.012456743717193604,6.131385203301907,6.3018855953216555
17.0,2.5850605994462965,2.5850606044592945,0.4381459896502612,0.41882187960044526,1.6078123660611938,1.3016975212097168,1.0858111381530762,0.14147394477870223,-0.03367526173591614,2.239536771774292,2.239536797157543,0.5810661336571176,0.5245831795878231,1.49650820150026,1.2023660349845886,1.0469608306884766,0.33110979128474793,-0.11128483057022094,6.208264815509319,6.203057508468628
