bin,count,mean_prediction,mean_true,calibration_error
1,10,4.173949980735779,4.4597620844841,-0.285812103748321
2,10,5.070310115814209,5.412919378280639,-0.3426092624664303
3,10,5.59495358467102,6.069349646568298,-0.474396061897278
4,10,6.018212890625,5.815854477882385,0.20235841274261457
5,10,6.273100328445435,6.0371801376342775,0.23592019081115723
6,10,6.51271619796753,6.078691673278809,0.4340245246887209
7,10,6.823970174789428,6.995706939697266,-0.17173676490783762
8,10,7.164071702957154,7.7586664199829105,-0.5945947170257568
9,10,7.379811239242554,7.821560287475586,-0.4417490482330324
10,10,8.171409511566162,7.719035053253174,0.4523744583129883
