bin,count,mean_prediction,mean_true,calibration_error
1,10,4.3381103515625,4.4849581003189085,-0.14684774875640816
2,10,4.8942663192749025,4.931753325462341,-0.03748700618743861
3,10,5.149965715408325,6.034680628776551,-0.8847149133682253
4,10,5.3850953578948975,6.102912473678589,-0.7178171157836912
5,10,5.6815015316009525,6.240082406997681,-0.5585808753967285
6,10,5.862760782241821,6.054599165916443,-0.19183838367462158
7,10,6.048929691314697,6.968571519851684,-0.919641828536987
8,10,6.225352239608765,6.443021368980408,-0.21766912937164307
9,10,6.603747463226318,5.95623300075531,0.6475144624710083
10,10,7.063586759567261,7.371786499023438,-0.3081997394561773
