bin,count,mean_prediction,mean_true,calibration_error
1,10,4.240510392189026,4.392131018638611,-0.15162062644958496
2,10,4.800809574127197,4.933812403678894,-0.13300282955169695
3,10,5.216530847549438,5.8405884265899655,-0.6240575790405272
4,10,5.475565195083618,6.013535666465759,-0.5379704713821409
5,10,5.815494251251221,6.245899653434753,-0.4304054021835322
6,10,6.091121482849121,6.292505550384521,-0.2013840675354004
7,10,6.523780775070191,6.256001949310303,0.2677788257598879
8,10,6.876106071472168,5.835790061950684,1.0403160095214838
9,10,7.23878960609436,7.400836372375489,-0.16204676628112846
10,10,7.689806938171387,7.377497386932373,0.3123095512390135
