bin,count,mean_prediction,mean_true,calibration_error
1,10,4.007273864746094,4.902549600601196,-0.895275735855102
2,10,4.857741832733154,4.790423917770386,0.06731791496276873
3,10,5.258268976211548,5.1197264909744264,0.13854248523712176
4,10,5.585960388183594,6.085770606994629,-0.49981021881103516
5,10,6.029190349578857,5.740765166282654,0.28842518329620326
6,10,6.313602638244629,6.683278775215149,-0.3696761369705195
7,10,6.704301357269287,6.725146365165711,-0.020845007896423517
8,10,6.958057022094726,6.481259822845459,0.4767971992492672
9,10,7.299711465835571,6.379180955886841,0.9205305099487306
10,10,7.820094156265259,7.680496788024902,0.13959736824035662
