bin,count,mean_prediction,mean_true,calibration_error
1,10,4.62518949508667,4.783736479282379,-0.15854698419570923
2,10,5.25535888671875,5.081829023361206,0.17352986335754395
3,10,5.725738096237182,6.019893622398376,-0.29415552616119367
4,10,6.027770519256592,5.951714658737183,0.07605586051940882
5,10,6.21788763999939,6.520801591873169,-0.3029139518737791
6,10,6.416390514373779,7.2119200229644775,-0.7955295085906986
7,10,6.730789375305176,6.076772880554199,0.6540164947509766
8,10,7.032490491867065,7.248189258575439,-0.21569876670837385
9,10,7.373153352737427,7.587393951416016,-0.2142405986785887
10,10,7.817253255844117,7.686474609375,0.13077864646911674
