Run ID,Timestamp,Git Commit,Dataset Version,Dataset Hash,Config Hash,Split Strategy,Seed,Best Validation RMSE,Test Metrics,Experiment Status,Duration,Checkpoint Path,model_type,bias_type,num_rbf,alpha_init,alpha_final,localization_score,attention_entropy,runtime_overhead,memory_overhead
run_073,2026-07-16T16:37:06+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1,e8904a380abb5c9dc8241bf66b871c33f178204ea20ca946acaa41f23548e355,random,777,1.5669265484563832,"{""best_epoch"": 17, ""bias"": -0.09484675168991089, ""config_hash"": ""e8904a380abb5c9dc8241bf66b871c33f178204ea20ca946acaa41f23548e355"", ""dataset_hash"": ""8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.392465410232544, ""mae"": 1.2499469542503356, ""mean_prediction"": 6.030616271495819, ""median_absolute_error"": 1.0824322700500488, ""mse"": 2.388007625402003, ""pcc"": 0.49433567056938293, ""r2"": 0.23061300807399354, ""rmse"": 1.5453179690283818, ""seed"": 777, ""spearman"": 0.5301449190780764, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,644.546,experiments\run_073\checkpoint.pt,,,,,,,,,
run_074,2026-07-16T16:52:03+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4,bba2a836db91636703abddb8a3d9643d6d24451b6b1e2a49bec4affacf5db4b3,random,2024,1.4616283964087284,"{""best_epoch"": 28, ""bias"": 0.1081517493724823, ""config_hash"": ""bba2a836db91636703abddb8a3d9643d6d24451b6b1e2a49bec4affacf5db4b3"", ""dataset_hash"": ""48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.898733115196228, ""mae"": 1.2900385081768035, ""mean_prediction"": 6.525024359226227, ""median_absolute_error"": 1.0871388912200928, ""mse"": 2.8940260402207003, ""pcc"": 0.502398883904245, ""r2"": 0.24396123533993397, ""rmse"": 1.7011837173629132, ""seed"": 2024, ""spearman"": 0.4838190907310942, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,887.094,experiments\run_074\checkpoint.pt,,,,,,,,,
run_075,2026-07-16T17:09:58+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce,b80e857d5e4c3cba19ce92ebdbeec53af3ef465d0cb23e17d610241f3cac15e6,random,3407,1.3464344983367815,"{""best_epoch"": 35, ""bias"": -0.06172445297241211, ""config_hash"": ""b80e857d5e4c3cba19ce92ebdbeec53af3ef465d0cb23e17d610241f3cac15e6"", ""dataset_hash"": ""2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.3003376007080076, ""mae"": 1.1866783046722411, ""mean_prediction"": 6.176478180885315, ""median_absolute_error"": 0.9921565055847168, ""mse"": 2.295704279397671, ""pcc"": 0.4639551773930953, ""r2"": 0.18608919847997174, ""rmse"": 1.5151581697623753, ""seed"": 3407, ""spearman"": 0.40279632162230633, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1066.703,experiments\run_075\checkpoint.pt,,,,,,,,,
2026-07-16 17:11:25,protliggnn_benchmark,physics_guided,1.6091,1.2709,REJECTED,,,,,,,,,,,,,,,,
2026-07-16 17:21:22,experiment,physics_guided,1.6091,1.2709,REJECTED,,,,,,,,,,,,,,,,
run_001,2026-07-16T17:37:04+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,5f2e38eabc1520844a2ccb73d0db73326883b8b15a83e3fd38969995676d10b4,7b13a4eec868abeabcbc26370aa9b3c3d0d40880c8470bc957bed4b37728fcae,random,42,0.7966437339782715,"{""best_epoch"": 2, ""bias"": -0.44716835021972656, ""config_hash"": ""7b13a4eec868abeabcbc26370aa9b3c3d0d40880c8470bc957bed4b37728fcae"", ""dataset_hash"": ""5f2e38eabc1520844a2ccb73d0db73326883b8b15a83e3fd38969995676d10b4"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 0.2099408209323883, ""mae"": 0.44716835021972656, ""mean_prediction"": 3.7746806144714355, ""median_absolute_error"": 0.44716835021972656, ""mse"": 0.19995953343823203, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 0.44716835021972656, ""seed"": 42, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,12.250,experiments\run_001\checkpoint.pt,,,,,,,,,
run_002,2026-07-16T17:52:41+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c,b4103784d96b18413d7259e4431be35b6ded3e0dc9c55977f7f83ab6325de1b2,random,42,1.4397174741441636,"{""best_epoch"": 12, ""bias"": -0.31477257490158084, ""config_hash"": ""b4103784d96b18413d7259e4431be35b6ded3e0dc9c55977f7f83ab6325de1b2"", ""dataset_hash"": ""2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.5821577954292296, ""mae"": 1.2965942311286927, ""mean_prediction"": 5.7440872740745545, ""median_absolute_error"": 1.0637421607971191, ""mse"": 2.578033317129987, ""pcc"": 0.4301534966064315, ""r2"": 0.15245767376167263, ""rmse"": 1.6056255220723128, ""seed"": 42, ""spearman"": 0.42418405378707275, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,913.360,experiments\run_002\checkpoint.pt,,,,,,,,,
run_003,2026-07-16T18:03:25+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7,e534db0d381d4197357c325436851ebfa10c6f842c573ad6dcf2c1eb02d96e66,random,123,1.4593668444061958,"{""best_epoch"": 9, ""bias"": -0.6437682521343231, ""config_hash"": ""e534db0d381d4197357c325436851ebfa10c6f842c573ad6dcf2c1eb02d96e66"", ""dataset_hash"": ""a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.962866621017456, ""mae"": 1.3530559742450714, ""mean_prediction"": 5.943152289390564, ""median_absolute_error"": 1.1027228832244873, ""mse"": 2.958674707239043, ""pcc"": 0.5173264437413346, ""r2"": 0.14648996553698035, ""rmse"": 1.7200798549018133, ""seed"": 123, ""spearman"": 0.44516386492582655, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,635.609,experiments\run_003\checkpoint.pt,,,,,,,,,
run_004,2026-07-16T18:23:19+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1,1f91916c41a3617f7598592b4c3e5e4e7e5f3861bcc4a8cc22b5dd05b275c763,random,777,1.5114509608093452,"{""best_epoch"": 23, ""bias"": 0.37829102993011476, ""config_hash"": ""1f91916c41a3617f7598592b4c3e5e4e7e5f3861bcc4a8cc22b5dd05b275c763"", ""dataset_hash"": ""8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.4785735273361205, ""mae"": 1.311615958213806, ""mean_prediction"": 6.503754053115845, ""median_absolute_error"": 1.2732644081115723, ""mse"": 2.4741061532569177, ""pcc"": 0.49938753837590555, ""r2"": 0.20287311032370958, ""rmse"": 1.5729291634580744, ""seed"": 777, ""spearman"": 0.4456719375524602, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1186.265,experiments\run_004\checkpoint.pt,,,,,,,,,
run_005,2026-07-16T18:49:27+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4,3f1a2ceca0a147e00fb4298c51abe54f99b3c179c1574d2897bb3f8d2b4a1253,random,2024,1.3718130675399522,"{""best_epoch"": 36, ""bias"": 0.19364536166191101, ""config_hash"": ""3f1a2ceca0a147e00fb4298c51abe54f99b3c179c1574d2897bb3f8d2b4a1253"", ""dataset_hash"": ""48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.6333459210395813, ""mae"": 1.2656235444545745, ""mean_prediction"": 6.610517971515655, ""median_absolute_error"": 1.0761308670043945, ""mse"": 2.6285653891961895, ""pcc"": 0.5688259604985433, ""r2"": 0.31331048786121485, ""rmse"": 1.6212851042294163, ""seed"": 2024, ""spearman"": 0.5300545465223686, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1559.078,experiments\run_005\checkpoint.pt,,,,,,,,,
run_006,2026-07-16T19:23:48+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce,c5325c3c505e3ffed8a899f4595cded3ee513383d0e876b96f4d609dbf3e72d7,random,3407,1.2959888900334582,"{""best_epoch"": 48, ""bias"": 0.0768401050567627, ""config_hash"": ""c5325c3c505e3ffed8a899f4595cded3ee513383d0e876b96f4d609dbf3e72d7"", ""dataset_hash"": ""2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.1856050968170164, ""mae"": 1.1861506748199462, ""mean_prediction"": 6.31504273891449, ""median_absolute_error"": 0.9638278484344482, ""mse"": 2.1809883956730416, ""pcc"": 0.5005237953710506, ""r2"": 0.22676015845827047, ""rmse"": 1.476816981102615, ""seed"": 3407, ""spearman"": 0.4332798272288809, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,2049.172,experiments\run_006\checkpoint.pt,,,,,,,,,
2026-07-16 19:25:22,protliggnn_benchmark,soft_routing,1.5993,1.2826,REJECTED,,,,,,,,,,,,,,,,
run_007,2026-07-16T19:37:53+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c,1cbc3f3272be1414c0e017db691ffcbf1f3091bd1ce2f2856558793fa4a95130,random,42,1.4067680627866668,"{""best_epoch"": 12, ""bias"": -0.20366365909576417, ""config_hash"": ""1cbc3f3272be1414c0e017db691ffcbf1f3091bd1ce2f2856558793fa4a95130"", ""dataset_hash"": ""2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.534699021577835, ""mae"": 1.2365972185134888, ""mean_prediction"": 5.855196189880371, ""median_absolute_error"": 0.9773669242858887, ""mse"": 2.5306333191969372, ""pcc"": 0.4269884229912428, ""r2"": 0.16804067815689605, ""rmse"": 1.5907964417853522, ""seed"": 42, ""spearman"": 0.4132567643651506, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,737.375,experiments\run_007\checkpoint.pt,,,,,,,,,
run_008,2026-07-16T19:51:34+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7,8d2e24509b7eb670718d71438d5b24155e4ccb66b03b6b2dc753fb5f25553350,random,123,1.4184816131922493,"{""best_epoch"": 12, ""bias"": -0.5795349204540252, ""config_hash"": ""8d2e24509b7eb670718d71438d5b24155e4ccb66b03b6b2dc753fb5f25553350"", ""dataset_hash"": ""a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.663288050889969, ""mae"": 1.2580083334445953, ""mean_prediction"": 6.007385621070862, ""median_absolute_error"": 0.9648826122283936, ""mse"": 2.659067243167931, ""pcc"": 0.5810591036344754, ""r2"": 0.23291987158884986, ""rmse"": 1.6306646630033812, ""seed"": 123, ""spearman"": 0.4959780134490037, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,811.937,experiments\run_008\checkpoint.pt,,,,,,,,,
run_009,2026-07-16T20:07:55+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1,65dec310e9dfbd3be8c3e02c70937574810ca045b6d9966a58649a00ac2bfd7b,random,777,1.5400237005998303,"{""best_epoch"": 19, ""bias"": 0.36655118227005007, ""config_hash"": ""65dec310e9dfbd3be8c3e02c70937574810ca045b6d9966a58649a00ac2bfd7b"", ""dataset_hash"": ""8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.4840946769714356, ""mae"": 1.294536807537079, ""mean_prediction"": 6.49201420545578, ""median_absolute_error"": 1.0796113014221191, ""mse"": 2.4796365117412544, ""pcc"": 0.5150537427855291, ""r2"": 0.20109129613129462, ""rmse"": 1.5746861629357307, ""seed"": 777, ""spearman"": 0.5370338146375995, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,974.312,experiments\run_009\checkpoint.pt,,,,,,,,,
run_010,2026-07-16T20:27:46+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4,9cf94d0ac40842bfe64ad2615ae2ba001e3f835c2900b4884ecdb953570d41be,random,2024,1.3812369569277798,"{""best_epoch"": 23, ""bias"": -0.0986220371723175, ""config_hash"": ""9cf94d0ac40842bfe64ad2615ae2ba001e3f835c2900b4884ecdb953570d41be"", ""dataset_hash"": ""48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.7299760937690736, ""mae"": 1.3034108865261078, ""mean_prediction"": 6.318250572681427, ""median_absolute_error"": 1.085946798324585, ""mse"": 2.7252282655454927, ""pcc"": 0.5414832460784176, ""r2"": 0.28805816441700605, ""rmse"": 1.650826540114222, ""seed"": 2024, ""spearman"": 0.5229197046098669, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1182.156,experiments\run_010\checkpoint.pt,,,,,,,,,
run_011,2026-07-16T20:40:55+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce,0051cb4b517679f65da5a71122905580db97529f43b91e1fed22fb4a1a1ab5ca,random,3407,1.4953014398054034,"{""best_epoch"": 6, ""bias"": 0.24325039863586426, ""config_hash"": ""0051cb4b517679f65da5a71122905580db97529f43b91e1fed22fb4a1a1ab5ca"", ""dataset_hash"": ""2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.5862061262130736, ""mae"": 1.2960019493103028, ""mean_prediction"": 6.481453032493591, ""median_absolute_error"": 1.146165132522583, ""mse"": 2.581552782414458, ""pcc"": 0.32940929468361835, ""r2"": 0.08474549045467883, ""rmse"": 1.606721127767497, ""seed"": 3407, ""spearman"": 0.3212829475751196, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,778.094,experiments\run_011\checkpoint.pt,,,,,,,,,
2026-07-16 20:42:27,protliggnn_benchmark,soft_routing,1.6107,1.2777,REJECTED,,,,,,,,,,,,,,,,
run_012,2026-07-16T21:02:17+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c,ef0d624e7cb25faa281a03e5b1ed04f52742f565c04ad1f85422640965143281,random,42,1.4049019570631982,"{""best_epoch"": 13, ""bias"": -0.44149112701416016, ""config_hash"": ""ef0d624e7cb25faa281a03e5b1ed04f52742f565c04ad1f85422640965143281"", ""dataset_hash"": ""2d103978df720498866c1afc80a4443b4df4aee1a23a330284d61274d02c055c"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.7192210793495177, ""mae"": 1.301845712661743, ""mean_prediction"": 5.6173687219619755, ""median_absolute_error"": 1.1417990922927856, ""mse"": 2.714459753112245, ""pcc"": 0.4166398941496337, ""r2"": 0.10760674877768917, ""rmse"": 1.647561760029725, ""seed"": 42, ""spearman"": 0.4469087353031735, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1179.281,experiments\run_012\checkpoint.pt,,,,,,,,,
run_013,2026-07-16T21:30:04+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7,6011c6abcac3174ca1dc317abebd39b47258beec3075d35e5876cb95fa7d4cdf,random,123,1.3832549698778027,"{""best_epoch"": 18, ""bias"": -0.3919153201580048, ""config_hash"": ""6011c6abcac3174ca1dc317abebd39b47258beec3075d35e5876cb95fa7d4cdf"", ""dataset_hash"": ""a87f68b049964ecd394a906e2405f6fbe0920728793e246bf0b468f164b873a7"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.5672160458564757, ""mae"": 1.2710372269153596, ""mean_prediction"": 6.195005221366882, ""median_absolute_error"": 1.060619831085205, ""mse"": 2.5624246700291344, ""pcc"": 0.5527743159631319, ""r2"": 0.26079904523658837, ""rmse"": 1.6007575300554218, ""seed"": 123, ""spearman"": 0.4843006004794592, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1659.516,experiments\run_013\checkpoint.pt,,,,,,,,,
run_014,2026-07-16T21:50:38+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1,a031a8bb2a49a4cccfea1f3296a2ae79c6dceade8b5a8051b3f81ebdf75ab4e2,random,777,1.5503209676582137,"{""best_epoch"": 15, ""bias"": 0.09628705501556396, ""config_hash"": ""a031a8bb2a49a4cccfea1f3296a2ae79c6dceade8b5a8051b3f81ebdf75ab4e2"", ""dataset_hash"": ""8ec9ade309c5dca5f937980e144f5a24ed2d78acb1123cb04118b3ae8dd8caf1"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.4171032905578613, ""mae"": 1.282619471549988, ""mean_prediction"": 6.2217500782012936, ""median_absolute_error"": 1.1535630226135254, ""mse"": 2.412087164767014, ""pcc"": 0.47523578491309587, ""r2"": 0.22285487356808276, ""rmse"": 1.553089554651313, ""seed"": 777, ""spearman"": 0.48899756990416504, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,1225.266,experiments\run_014\checkpoint.pt,,,,,,,,,
run_015,2026-07-16T22:27:41+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4,17d54ef7d2145961e590e67c2a94c742aec62cdf57a9d35545a0bed6336bc524,random,2024,1.3836522096205135,"{""best_epoch"": 38, ""bias"": -0.06903781294822693, ""config_hash"": ""17d54ef7d2145961e590e67c2a94c742aec62cdf57a9d35545a0bed6336bc524"", ""dataset_hash"": ""48be054ce88831b3502d4c8388b62404c817b37dc3f44f1ac14b1bf65b9699d4"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.867691617012024, ""mae"": 1.3543982470035554, ""mean_prediction"": 6.347834796905517, ""median_absolute_error"": 1.148367166519165, ""mse"": 2.8625602902606175, ""pcc"": 0.5223835026837463, ""r2"": 0.2521813848473341, ""rmse"": 1.6919102488786506, ""seed"": 2024, ""spearman"": 0.45810005588081487, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,628.063,experiments\run_015\checkpoint.pt,,,,,,,,,
run_016,2026-07-16T22:43:18+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce,3cc04655b592c87653c2771ee5a2f0f8e3fcb8acf846c9783f766e5c12a619a7,random,3407,1.485076410029198,"{""best_epoch"": 14, ""bias"": 0.2550187158584595, ""config_hash"": ""3cc04655b592c87653c2771ee5a2f0f8e3fcb8acf846c9783f766e5c12a619a7"", ""dataset_hash"": ""2942f95d4cdc0f1c0a59ffc0543ecdf6ffef66c8fb05f12da6b855c2de4359ce"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.6578896379470827, ""mae"": 1.2504266214370727, ""mean_prediction"": 6.493221349716187, ""median_absolute_error"": 1.0398166179656982, ""mse"": 2.652157188329702, ""pcc"": 0.332327349348658, ""r2"": 0.059713656378732716, ""rmse"": 1.6285444999537784, ""seed"": 3407, ""spearman"": 0.3334643484375894, ""split_strategy"": ""random"", ""test_count"": 100}",SUCCESS,929.860,experiments\run_016\checkpoint.pt,,,,,,,,,
2026-07-16 22:44:48,protliggnn_benchmark,soft_routing,1.6244,1.2921,REJECTED,,,,,,,,,,,,,,,,
run_017,2026-07-17T04:32:02+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,3f3d1c733db6ddb3255d9c83b15c4174dfd87cfa66e5f24fe984c40851b25948,3022e19e57a95bdf8ee44127784364fa0ff06ecfb425b8edb5ccdcc4beb97296,random,42,0.18194055557250977,"{""best_epoch"": 2, ""bias"": 0.5165815353393555, ""config_hash"": ""3022e19e57a95bdf8ee44127784364fa0ff06ecfb425b8edb5ccdcc4beb97296"", ""dataset_hash"": ""3f3d1c733db6ddb3255d9c83b15c4174dfd87cfa66e5f24fe984c40851b25948"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 0.26685649156570435, ""mae"": 0.5165815353393555, ""mean_prediction"": 4.738430500030518, ""median_absolute_error"": 0.5165815353393555, ""mse"": 0.26685648265356576, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 0.5165815353393555, ""seed"": 42, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,21.687,experiments\run_017\checkpoint.pt,,,,,,,,,
run_018,2026-07-17T04:32:29+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,30c8c111f397709312437acdc4b878783386f430ad5c68593962ba2efacf90a3,c146c112dbf530795a514a692679bedf53f40ba61dbf6fac3d6cae0bbee2cdce,random,123,0.995948314666748,"{""best_epoch"": 2, ""bias"": -1.6581370830535889, ""config_hash"": ""c146c112dbf530795a514a692679bedf53f40ba61dbf6fac3d6cae0bbee2cdce"", ""dataset_hash"": ""30c8c111f397709312437acdc4b878783386f430ad5c68593962ba2efacf90a3"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 2.7494184970855713, ""mae"": 1.6581370830535889, ""mean_prediction"": 2.9994404315948486, ""median_absolute_error"": 1.6581370830535889, ""mse"": 2.7494185861974643, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 1.6581370830535889, ""seed"": 123, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,20.343,experiments\run_018\checkpoint.pt,,,,,,,,,
run_019,2026-07-17T04:32:56+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,79d6b67e06cd5efa84bc8c08de6be14519c2ecbe7ec1bdd5395eab75d0821acb,dda0e2766b890284c4609fbff8b1be4b69853db4b6ad4fe8d589686e08403292,random,777,0.8407270908355713,"{""best_epoch"": 2, ""bias"": -1.1804852485656738, ""config_hash"": ""dda0e2766b890284c4609fbff8b1be4b69853db4b6ad4fe8d589686e08403292"", ""dataset_hash"": ""79d6b67e06cd5efa84bc8c08de6be14519c2ecbe7ec1bdd5395eab75d0821acb"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 1.393545389175415, ""mae"": 1.1804852485656738, ""mean_prediction"": 4.865272045135498, ""median_absolute_error"": 1.1804852485656738, ""mse"": 1.3935454220811607, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 1.1804852485656738, ""seed"": 777, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,20.687,experiments\run_019\checkpoint.pt,,,,,,,,,
run_020,2026-07-17T04:33:22+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,a5e93dd39c72fc75c79e1d4c2fcdf3b9061b09fd1938c61b5670d25aeb54a80a,d88fceaafc905674539cc18f4126d35d0e5126f1c6db8025b34c78f72f65dcf0,random,2024,4.357812881469727,"{""best_epoch"": 2, ""bias"": -2.0910959243774414, ""config_hash"": ""d88fceaafc905674539cc18f4126d35d0e5126f1c6db8025b34c78f72f65dcf0"", ""dataset_hash"": ""a5e93dd39c72fc75c79e1d4c2fcdf3b9061b09fd1938c61b5670d25aeb54a80a"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 4.372682094573975, ""mae"": 2.0910959243774414, ""mean_prediction"": 1.832263708114624, ""median_absolute_error"": 2.0910959243774414, ""mse"": 4.372682164947946, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 2.0910959243774414, ""seed"": 2024, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,20.360,experiments\run_020\checkpoint.pt,,,,,,,,,
run_021,2026-07-17T04:33:50+00:00,8a90ecaca59d5859191d24badc304efd778eb1f4,pdbbind2020_local,827cc10d5533fcf5d3a3a1714ba1dc174c522e0cbc6618e9b3a1a0d961349f98,01430cac2ad470b9c8aefb3675805a534a81fbfffc8b700b6bc2182a8e164b68,random,3407,2.014117956161499,"{""best_epoch"": 2, ""bias"": -1.0966672897338867, ""config_hash"": ""01430cac2ad470b9c8aefb3675805a534a81fbfffc8b700b6bc2182a8e164b68"", ""dataset_hash"": ""827cc10d5533fcf5d3a3a1714ba1dc174c522e0cbc6618e9b3a1a0d961349f98"", ""dataset_version"": ""pdbbind2020_local"", ""effective_split_strategy"": ""random"", ""loss"": 1.20267915725708, ""mae"": 1.0966672897338867, ""mean_prediction"": 3.560910224914551, ""median_absolute_error"": 1.0966672897338867, ""mse"": 1.2026791443722686, ""pcc"": NaN, ""r2"": NaN, ""rmse"": 1.0966672897338867, ""seed"": 3407, ""spearman"": NaN, ""split_strategy"": ""random"", ""test_count"": 1}",SUCCESS,21.641,experiments\run_021\checkpoint.pt,,,,,,,,,
