bin,count,mean_prediction,mean_true,calibration_error
1,10,3.806135559082031,4.921816718578339,-1.1156811594963076
2,10,4.888883352279663,5.57231183052063,-0.683428478240967
3,10,5.175493621826172,5.740886616706848,-0.5653929948806757
4,10,5.462086868286133,6.314774012565612,-0.8526871442794794
5,10,5.8759702205657955,6.7086649417877195,-0.832694721221924
6,10,6.156526756286621,6.534327173233033,-0.3778004169464113
7,10,6.4032814502716064,6.914005899429322,-0.5107244491577152
8,10,6.77581820487976,6.7701843738555905,0.005633831024169922
9,10,7.3302116870880125,7.7400205612182615,-0.409808874130249
10,10,8.199448490142823,8.652213287353515,-0.4527647972106923
