bin,count,mean_prediction,mean_true,calibration_error
1,10,4.536231231689453,4.806140637397766,-0.26990940570831246
2,10,5.176858568191529,5.984298062324524,-0.8074394941329954
3,10,5.575165748596191,5.537973093986511,0.03719265460968035
4,10,5.8791591167449955,6.509429717063904,-0.6302706003189087
5,10,6.112023973464966,6.096773672103882,0.015250301361084517
6,10,6.429881191253662,5.573810005187989,0.8560711860656731
7,10,6.6921549320220945,5.79309401512146,0.8990609169006349
8,10,7.029859209060669,6.641136932373047,0.3887222766876226
9,10,7.464707899093628,7.882379102706909,-0.41767120361328125
10,10,8.25438551902771,7.556991100311279,0.6973944187164314
