bin,count,mean_prediction,mean_true,calibration_error
1,10,4.167933082580566,5.1463202953338625,-0.9783872127532964
2,10,4.870993185043335,4.9380895614624025,-0.06709637641906774
3,10,5.13672103881836,5.513352704048157,-0.3766316652297972
4,10,5.457919549942017,5.667908692359925,-0.2099891424179079
5,10,5.717841577529907,5.521818947792053,0.196022629737854
6,10,6.062574863433838,7.164076089859009,-1.101501226425171
7,10,6.413293838500977,7.200532627105713,-0.7872387886047365
8,10,6.813303661346436,6.105876159667969,0.7074275016784668
9,10,7.226118087768555,6.978256940841675,0.24786114692687988
10,10,7.726161241531372,6.352366471290589,1.3737947702407833
