bin,count,mean_prediction,mean_true,calibration_error
1,10,5.091327667236328,5.025248312950135,0.06607935428619349
2,10,5.53480806350708,5.4928932905197145,0.0419147729873659
3,10,5.855353832244873,5.898002886772156,-0.04264905452728307
4,10,6.092913818359375,5.51102466583252,0.5818891525268555
5,10,6.292864418029785,5.318271160125732,0.9745932579040524
6,10,6.5222807884216305,5.454584789276123,1.0676959991455073
7,10,6.744065380096435,5.951002311706543,0.793063068389892
8,10,7.053358268737793,7.171648550033569,-0.11829028129577601
9,10,7.606994342803955,7.56051275730133,0.046481585502625045
10,10,8.243573951721192,7.871441507339478,0.3721324443817142
