bin,count,mean_prediction,mean_true,calibration_error
1,10,4.784668278694153,5.070404791831971,-0.28573651313781756
2,10,5.3402904033660885,4.72135968208313,0.6189307212829585
3,10,5.5790119647979735,6.176918411254883,-0.5979064464569097
4,10,5.933731031417847,5.646305704116822,0.2874253273010252
5,10,6.218106412887574,6.349279165267944,-0.13117275238037074
6,10,6.398662853240967,5.556446123123169,0.8422167301177979
7,10,6.523601770401001,7.319817638397216,-0.7962158679962155
8,10,6.673154258728028,5.939347171783448,0.7338070869445801
9,10,6.834841060638428,6.915824913978577,-0.08098385334014946
10,10,7.08078899383545,6.892894887924195,0.18789410591125488
