bin,count,mean_prediction,mean_true,calibration_error
1,10,5.132935953140259,4.664506912231445,0.46842904090881365
2,10,5.712560701370239,6.598541975021362,-0.8859812736511232
3,10,6.0179314613342285,4.910018563270569,1.1079128980636597
4,10,6.174120140075684,5.402451586723328,0.771668553352356
5,10,6.29898591041565,5.263983941078186,1.035001969337464
6,10,6.4412092685699465,7.070571613311768,-0.6293623447418213
7,10,6.628316974639892,6.226937985420227,0.4013789892196655
8,10,6.950478458404541,7.435220956802368,-0.4847424983978268
9,10,7.294658041000366,6.959227466583252,0.33543057441711355
10,10,7.828872013092041,6.723169231414795,1.1057027816772456
