bin,count,mean_prediction,mean_true,calibration_error
1,10,4.304025745391845,4.6210044622421265,-0.3169787168502811
2,10,4.911837530136109,5.2963399410247805,-0.3845024108886719
3,10,5.140462160110474,5.4576818466186525,-0.3172196865081789
4,10,5.385489225387573,6.00766761302948,-0.6221783876419069
5,10,5.5800505638122555,5.9089079856872555,-0.328857421875
6,10,5.8984569072723385,6.411694407463074,-0.5132375001907352
7,10,6.184613800048828,6.514460897445678,-0.3298470973968506
8,10,6.596496629714966,6.370329260826111,0.2261673688888548
9,10,7.086749601364136,6.951694393157959,0.13505520820617622
10,10,7.867981719970703,7.048817682266235,0.8191640377044678
