epoch,train_affinity_loss,train_contact_loss,train_loss,val_affinity_loss,val_contact_loss,val_loss
1.0,4.671352706551552,0.05322857948020101,4.676675559878349,3.1742399597167967,0.04851548582315445,3.1790915298461915
2.0,3.80142682492733,0.04644564118236303,3.8060714069008825,3.2029012203216554,0.047954894155263904,3.2076967048645018
3.0,3.487350037097931,0.046098495069891214,3.4919598931074143,3.4098010540008543,0.04788508623838425,3.414589595794678
4.0,3.351492586135864,0.04591847661882639,3.356084431409836,4.077583827972412,0.048359254598617556,4.0824197578430175
5.0,3.6289277052879334,0.046123221814632416,3.6335400319099427,3.95620943069458,0.047789610624313354,3.9609884071350097
6.0,3.1416874599456786,0.046106280088424684,3.1462980943918226,3.4157011795043943,0.04773536592721939,3.420474691390991
7.0,3.3614207887649536,0.04616522742435336,3.36603731572628,2.7902460289001465,0.0475912407040596,2.795005168914795
8.0,3.253577833771706,0.04595386734232307,3.2581732243299486,2.9391932010650637,0.047514576911926266,2.943944673538208
9.0,3.3134309154748918,0.046073746252805,3.3180382937192916,2.8102376747131346,0.04771363347768784,2.8150090408325195
10.0,3.0017878258228303,0.04593720430508256,3.0063815489411354,2.7941729068756103,0.04806787624955177,2.7989796733856203
11.0,2.688587181568146,0.046194189824163914,2.6932065919041634,9.184907722473145,0.047361851036548615,9.189643859863281
12.0,3.0952550718188285,0.04607155943289399,3.0998622289299966,2.4394588470458984,0.0474895378947258,2.444207801818848
13.0,2.8899935346841814,0.04599655792117119,2.894593198299408,2.5879851818084716,0.04755633920431137,2.5927408266067506
14.0,2.7237170895934106,0.04596540274098516,2.728313632905483,2.526452121734619,0.04760076403617859,2.5312121725082397
15.0,2.4523428857326506,0.046023004818707705,2.4569451999664307,2.7309406852722167,0.047546152174472806,2.735695285797119
16.0,2.3311037003993986,0.04596625428646803,2.3357003313302993,3.04156623840332,0.048263855278491974,3.0463926219940185
17.0,2.584099183678627,0.045988825969398024,2.5886980652809144,4.000023975372314,0.047434320151805875,4.004767379760742
18.0,2.718902789950371,0.046059277895838024,2.723508719801903,2.817673988342285,0.047934330701828,2.8224674463272095
19.0,2.6192774480581282,0.046141590885818005,2.6238916158676147,2.3716729640960694,0.04750041142106056,2.376423006057739
20.0,2.279667433798313,0.04596377076581121,2.2842638108134268,2.4575366592407226,0.047676745951175686,2.4623043584823607
21.0,2.2414086014032364,0.04620314158499241,2.2460289072990416,2.581881113052368,0.04754276245832443,2.586635389328003
22.0,2.0989700689911843,0.04600027685984969,2.1035700964927675,2.504362454414368,0.04740426152944565,2.5091028785705567
23.0,2.443044047355652,0.04595918856561184,2.4476399648189546,3.2818482875823975,0.04739921391010284,3.2865882396697996
24.0,2.043953122794628,0.045899793803691864,2.048543098270893,2.7922613859176635,0.04749859720468521,2.79701123714447
25.0,2.025949857234955,0.045861380472779274,2.0305359953641893,3.198164026737213,0.047606823295354844,3.202924726009369
26.0,2.2988702952861786,0.045932014770805836,2.3034635111689568,2.645400037765503,0.04748488143086434,2.65014853477478
27.0,1.9130267786979676,0.045883214734494686,1.9176150897145272,2.5911026859283446,0.0472940781712532,2.5958320760726927
28.0,1.7923214334249495,0.04569967553019524,1.7968914070725441,3.1432325410842896,0.04733002662658691,3.1479655075073243
29.0,1.931167576611042,0.04567917576059699,1.9357354855537414,2.664784059524536,0.0473671592772007,2.6695207595825194
