bin,count,mean_prediction,mean_true,calibration_error
1,10,4.449448418617249,4.4266620635986325,0.022786355018616256
2,10,4.912858009338379,5.001187467575074,-0.08832945823669469
3,10,5.1723284244537355,5.842290353775025,-0.6699619293212891
4,10,5.369852590560913,6.401938486099243,-1.03208589553833
5,10,5.655916738510132,5.892871570587158,-0.23695483207702672
6,10,5.909094285964966,6.9268848419189455,-1.0177905559539795
7,10,6.123746538162232,6.065879392623901,0.05786714553833061
8,10,6.355964660644531,5.716063928604126,0.6399007320404051
9,10,6.574300861358642,7.1050940990448,-0.5307932376861579
10,10,6.917362213134766,7.209726285934448,-0.2923640727996828
