bin,count,mean_prediction,mean_true,calibration_error
1,10,4.092616224288941,4.7655368685722355,-0.6729206442832947
2,10,4.695406150817871,5.920662569999695,-1.2252564191818234
3,10,5.036458253860474,5.951865005493164,-0.9154067516326903
4,10,5.224596452713013,5.719664525985718,-0.4950680732727051
5,10,5.5222350597381595,6.5656290531158445,-1.043393993377685
6,10,5.879439640045166,6.585738611221314,-0.7062989711761478
7,10,6.14030499458313,6.6821204900741575,-0.5418154954910275
8,10,6.456633996963501,7.002638339996338,-0.5460043430328367
9,10,6.812764501571655,7.8448694229125975,-1.0321049213409426
10,10,7.569504261016846,8.830480527877807,-1.2609762668609612
