bin,count,mean_prediction,mean_true,calibration_error
1,10,4.395987725257873,4.3976863622665405,-0.0016986370086673475
2,10,4.896178340911865,4.708804607391357,0.18737373352050746
3,10,5.242856121063232,5.615126848220825,-0.37227072715759313
4,10,5.405046272277832,5.9657793045043945,-0.5607330322265627
5,10,5.636298418045044,7.11998405456543,-1.483685636520386
6,10,5.83216118812561,5.620417785644531,0.21174340248107892
7,10,6.142523193359375,6.512331151962281,-0.3698079586029053
8,10,6.439672470092773,7.449909257888794,-1.0102367877960203
9,10,6.804243373870849,6.443317127227783,0.36092624664306605
10,10,7.1657233238220215,6.7552419900894165,0.410481333732605
