bin,count,mean_prediction,mean_true,calibration_error
1,10,4.95857458114624,4.593998396396637,0.36457618474960274
2,10,5.429238033294678,6.6076576709747314,-1.1784196376800535
3,10,5.768940591812134,6.182177877426147,-0.41323728561401296
4,10,6.00947675704956,6.322889614105224,-0.31341285705566424
5,10,6.181827974319458,5.709926152229309,0.47190182209014875
6,10,6.376549148559571,6.252638673782348,0.12391047477722239
7,10,6.579378366470337,6.521138525009155,0.058239841461181996
8,10,6.777872943878174,6.944926929473877,-0.16705398559570295
9,10,6.974031782150268,7.159452772140503,-0.18542098999023438
10,10,7.437322950363159,7.873919486999512,-0.4365965366363529
