bin,count,mean_prediction,mean_true,calibration_error
1,10,4.638147830963135,5.165090775489807,-0.526942944526672
2,10,5.02456431388855,5.504152309894562,-0.4795879960060123
3,10,5.422260189056397,5.976086616516113,-0.5538264274597164
4,10,5.793478059768677,6.9015740871429445,-1.108096027374268
5,10,6.165284156799316,5.998802971839905,0.16648118495941144
6,10,6.346370363235474,6.113197469711304,0.23317289352416992
7,10,6.525712966918945,6.998533105850219,-0.47282013893127406
8,10,6.8672980785369875,6.934046339988709,-0.06674826145172119
9,10,7.195477819442749,7.360724306106567,-0.16524648666381836
10,10,7.971458435058594,8.91699743270874,-0.9455389976501465
