bin,count,mean_prediction,mean_true,calibration_error
1,10,5.012456655502319,4.550993013381958,0.4614636421203615
2,10,5.376610374450683,5.175440335273743,0.2011700391769402
3,10,5.593424606323242,5.538178896903991,0.055245709419250666
4,10,5.754809331893921,5.781839394569397,-0.027030062675476252
5,10,5.949873924255371,5.143748044967651,0.8061258792877197
6,10,6.217114496231079,6.671767926216125,-0.4546534299850462
7,10,6.496424818038941,7.11921010017395,-0.622785282135009
8,10,6.777412414550781,6.875703239440918,-0.09829082489013707
9,10,7.190308570861816,7.426677465438843,-0.23636889457702637
10,10,7.849065589904785,6.971071815490722,0.8779937744140627
