bin,count,mean_prediction,mean_true,calibration_error
1,10,4.529538369178772,3.929564583301544,0.5999737858772276
2,10,5.462974596023559,5.490642714500427,-0.027668118476867676
3,10,5.805905532836914,6.247778677940369,-0.44187314510345477
4,10,6.246814727783203,6.486911678314209,-0.24009695053100621
5,10,6.582272291183472,5.878521871566773,0.703750419616699
6,10,6.855286550521851,6.929949021339416,-0.07466247081756539
7,10,7.093586492538452,6.500299501419067,0.5932869911193848
8,10,7.322419261932373,6.853876399993896,0.4685428619384764
9,10,7.594291114807129,7.552764844894409,0.041526269912719904
10,10,8.61209077835083,8.298416805267333,0.3136739730834961
