bin,count,mean_prediction,mean_true,calibration_error
1,10,4.545233345031738,4.496558332443238,0.048675012588500266
2,10,4.988807487487793,5.195537948608399,-0.206730461120606
3,10,5.205898475646973,6.05284628868103,-0.8469478130340571
4,10,5.423696804046631,5.289092421531677,0.13460438251495344
5,10,5.7110552310943605,5.6752465009689335,0.03580873012542707
6,10,6.062095642089844,7.37951979637146,-1.3174241542816159
7,10,6.239562892913819,6.045196294784546,0.19436659812927282
8,10,6.541744232177734,6.863034296035766,-0.32129006385803205
9,10,6.75211009979248,6.450859117507934,0.3012509822845457
10,10,7.081757688522339,7.140707492828369,-0.05894980430602992
