bin,count,mean_prediction,mean_true,calibration_error
1,10,4.7298582077026365,4.7059213519096375,0.02393685579299909
2,10,5.308291673660278,5.241323494911194,0.06696817874908412
3,10,5.699285411834717,5.93821427822113,-0.23892886638641286
4,10,6.031377506256104,6.091988515853882,-0.06061100959777832
5,10,6.242631530761718,7.197259473800659,-0.9546279430389406
6,10,6.459099912643433,5.740472602844238,0.7186273097991949
7,10,6.666149520874024,6.554586696624756,0.11156282424926811
8,10,6.96444263458252,7.425091123580932,-0.4606484889984124
9,10,7.227857351303101,7.4168072700500485,-0.1889499187469479
10,10,7.671131324768067,7.857061290740967,-0.18592996597290057
