bin,count,mean_prediction,mean_true,calibration_error
1,10,4.589060235023498,4.886638545989991,-0.29757831096649223
2,10,5.2336207866668705,5.211451625823974,0.02216916084289622
3,10,5.504028987884522,5.130371642112732,0.37365734577178955
4,10,5.7842692852020265,5.964604306221008,-0.18033502101898158
5,10,6.037911462783813,6.072134590148925,-0.03422312736511213
6,10,6.276877069473267,6.031172585487366,0.24570448398590106
7,10,6.47444338798523,5.994902777671814,0.4795406103134159
8,10,6.685812950134277,6.799139308929443,-0.11332635879516584
9,10,6.900629663467408,7.332645273208618,-0.4320156097412102
10,10,7.094061040878296,7.1655378341674805,-0.07147679328918422
