bin,count,mean_prediction,mean_true,calibration_error
1,10,4.784235429763794,4.912746787071228,-0.1285113573074339
2,10,5.2294666290283205,4.51738166809082,0.7120849609375002
3,10,5.471450710296631,6.458505439758301,-0.9870547294616694
4,10,5.610378742218018,6.277842330932617,-0.6674635887145994
5,10,5.770794773101807,5.5221569538116455,0.2486378192901615
6,10,5.888203048706055,6.3780312776565555,-0.4898282289505005
7,10,6.073910331726074,6.935571384429932,-0.861661052703858
8,10,6.264967012405395,6.346161198616028,-0.08119418621063268
9,10,6.628444671630859,6.610749816894531,0.01769485473632848
10,10,7.10703935623169,6.629451632499695,0.477587723731995
