bin,count,mean_prediction,mean_true,calibration_error
1,10,4.563524746894837,4.886638545989991,-0.3231137990951538
2,10,5.146458959579467,5.248027181625366,-0.10156822204589844
3,10,5.4523022174835205,5.3058247566223145,0.14647746086120605
4,10,5.784588432312011,5.774187684059143,0.010400748252868297
5,10,6.127098846435547,5.806884598731995,0.3202142477035519
6,10,6.403671360015869,6.829103493690491,-0.4254321336746223
7,10,6.645287942886353,6.5310179710388185,0.11426997184753418
8,10,6.877654314041138,5.841061758995056,1.0365925550460817
9,10,7.176236343383789,6.857789516448975,0.31844682693481463
10,10,7.41329984664917,7.5080629825592045,-0.09476313591003471
