epoch,train_contact_precision,train_contact_recall,train_contact_f1,val_contact_precision,val_contact_recall,val_contact_f1
1.0,0.005525525525525526,0.9857142857142858,0.010989448536731037,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
