bin,count,mean_prediction,mean_true,calibration_error
1,10,5.132507419586181,4.944133567810058,0.18837385177612287
2,10,5.54506196975708,6.134493064880371,-0.5894310951232908
3,10,5.908114242553711,5.874089241027832,0.03402500152587873
4,10,6.088880205154419,5.526604509353637,0.562275695800782
5,10,6.3005765914917,5.64118537902832,0.6593912124633796
6,10,6.603028583526611,6.76103572845459,-0.15800714492797852
7,10,6.860811710357666,6.86970431804657,-0.008892607688903986
8,10,7.151066160202026,6.699574208259582,0.45149195194244385
9,10,7.3618934631347654,6.94770655632019,0.4141869068145754
10,10,7.980273151397705,6.983499765396118,0.9967733860015873
