bin,count,mean_prediction,mean_true,calibration_error
1,10,4.764799284934997,4.887625002861023,-0.12282571792602592
2,10,5.432055521011352,4.9219931840896605,0.5100623369216919
3,10,5.711743974685669,5.379371404647827,0.33237257003784215
4,10,5.959904670715332,5.419163465499878,0.5407412052154541
5,10,6.163261365890503,5.4367616176605225,0.7264997482299806
6,10,6.411973237991333,6.33831377029419,0.07365946769714338
7,10,6.638624763488769,7.063621616363525,-0.42499685287475586
8,10,6.990634107589722,7.6851095199584964,-0.6944754123687744
9,10,7.326639175415039,6.908755874633789,0.41788330078125036
10,10,7.91219048500061,7.213914775848389,0.6982757091522211
