epoch,train_affinity_loss,train_contact_loss,train_loss,val_affinity_loss,val_contact_loss,val_loss
1.0,5.254627352952957,0.05343802627176046,5.259971178174019,3.9257415342330932,0.047515768855810166,3.930493083000183
2.0,4.146007573604583,0.0465616917796433,4.1506637376546855,5.567184257507324,0.04694317504763603,5.571878547668457
3.0,3.688582085967064,0.04621773524209857,3.693203854560852,2.4777148485183718,0.0468188214302063,2.482396728992462
4.0,3.714081680774689,0.04618025459349155,3.718699687719345,2.5477132976055143,0.04653825804591179,2.552367150783539
5.0,3.819388968348503,0.04614670898765325,3.8240036290884016,2.4673018217086793,0.046424687951803205,2.471944308280945
6.0,3.233823455572128,0.04615052916109562,3.2384385049343107,2.309253063201904,0.046935066282749176,2.313946542739868
7.0,3.322529813051224,0.04605384428054094,3.327135197222233,2.6536015319824218,0.04656323403120041,2.6582578897476195
8.0,3.3319736176729204,0.04606642046943307,3.336580271422863,2.37843923330307,0.04683750241994858,2.3831229615211487
9.0,3.3715553003549577,0.0461566261574626,3.3761709439754486,3.5926946115493776,0.04659542500972748,3.5973542141914367
10.0,3.1858777424693105,0.04625118110328913,3.1905028587579727,3.019918372631073,0.046737193614244464,3.0245920860767366
11.0,2.7909477984905244,0.046368707846850155,2.7955846869945526,2.205105395317078,0.04657990097999573,2.2097633910179137
12.0,3.0004328972101213,0.04609142081812024,3.005042040348053,2.553056583404541,0.04668134480714798,2.5577246952056885
13.0,2.9630576491355898,0.04621619334444404,2.967679262757301,2.50121045589447,0.046751450002193454,2.5058856225013733
14.0,3.1131598740816115,0.046085001844912765,3.1177683770656586,2.8752671527862548,0.04651263058185577,2.879918394088745
15.0,3.2126891937851907,0.046156030967831614,3.217304813414812,2.5337484192848208,0.046767303943634035,2.5384251475334167
16.0,2.9098680621385573,0.04632606042549014,2.914500667154789,2.215644586086273,0.04683440402150154,2.2203280234336855
17.0,2.7965633922815325,0.04627023624256253,2.8011903992295264,2.1024300241470337,0.04665730535984039,2.107095754146576
18.0,2.8558689910173416,0.046117557007819415,2.86048074811697,3.053410506248474,0.04662028327584267,3.0580725288391113
19.0,2.6765575912594795,0.04601192908361554,2.6811587825417518,2.197334214448929,0.046738739162683486,2.2020080614089967
20.0,2.3841672104597094,0.046102410033345226,2.388777442276478,2.3361634349823,0.0466593673825264,2.3408293676376344
21.0,2.312322840988636,0.046071929689496756,2.316930027008057,2.430408682823181,0.046573955565690994,2.435066089630127
22.0,2.303594658374786,0.04599875075742602,2.3081945344805717,2.0532549476623534,0.04656103819608688,2.057911057472229
23.0,2.4761464473605157,0.04599721221253276,2.48074616253376,2.3924396228790283,0.046696182042360306,2.3971092081069947
24.0,2.409132599234581,0.04604299645870924,2.4137369030714035,2.666173024177551,0.04651008456945419,2.6708240413665774
25.0,2.5799632003903388,0.04616210721433163,2.5845793986320498,2.707800283432007,0.046731380075216294,2.7124734115600586
26.0,1.9901374405622483,0.04611984031274915,1.994749425649643,2.1665213203430174,0.04672336101531983,2.1711936569213868
27.0,2.322784072160721,0.0460817969404161,2.3273922541737555,2.3499753713607787,0.046514800786972045,2.354626851081848
28.0,2.325537240207195,0.04591528486460447,2.3301287615299224,2.2702683210372925,0.04651390910148621,2.274919719696045
29.0,1.8642091351747512,0.04595432624220848,1.8688045686483383,3.253654317855835,0.04648573100566864,3.258302917480469
30.0,1.9998269242048263,0.04585309099406004,2.0044122385978698,3.902923002243042,0.04677625685930252,3.9076005935668947
31.0,1.9560542199015618,0.045971932392567395,1.9606514093279839,2.0218565177917482,0.04628751203417778,2.0264852833747864
32.0,1.8826622891426086,0.04571247247979045,1.8872335302829741,2.1263614082336426,0.046381840109825136,2.1309996175765993
33.0,2.001360410451889,0.045778897386044265,2.0059383007884026,2.3621177101135253,0.04655933648347855,2.366773638725281
34.0,2.0281775522232057,0.04582627100870013,2.032760190665722,2.087493348121643,0.046314257234334945,2.092124786376953
35.0,1.8638172274827958,0.045765109919011594,1.8683937391638756,2.6136312770843504,0.046349129229784014,2.618266158103943
36.0,1.8967553561925887,0.04569540971890092,1.9013248962163924,2.498940191268921,0.04630604133009911,2.503570785522461
37.0,1.9343702870607375,0.04567150143906474,1.9389374408125877,2.0155270528793334,0.04653604850172997,2.0201806688308714
38.0,1.5609923146665097,0.04548146557062864,1.5655404594540596,2.0230329704284666,0.04619216054677963,2.027652167081833
39.0,1.6546804279088974,0.04538309797644615,1.659218739569187,2.0617619729042054,0.047466815561056135,2.0665086317062378
40.0,1.4445028500258923,0.045468509532511234,1.4490497106313704,1.9309953832626343,0.04610556721687317,1.935605957508087
41.0,1.5970488315820695,0.04547259761020541,1.601596091389656,2.0188535118103026,0.046652806848287584,2.0235187864303588
42.0,2.049828341305256,0.04550049019977451,2.054378389418125,2.318085086345673,0.04648971632122993,2.322734022140503
43.0,2.1166870203614234,0.04549782460555434,2.1212368056178095,2.013371295928955,0.046148493438959125,2.0179861533641814
44.0,2.1687879294157026,0.04563407100737095,2.173351326584816,2.368734884262085,0.04710779726505279,2.3734456396102903
45.0,1.8040329885482789,0.04534121867269278,1.8085671120882034,2.1157742309570313,0.0464583683013916,2.120420050621033
46.0,1.7103554397821426,0.045362544637173416,1.7148917026817798,1.9620071130990981,0.04592094361782074,1.9665992119908333
