bin,count,mean_prediction,mean_true,calibration_error
1,10,4.76803560256958,4.461692380905151,0.30634322166442907
2,10,5.350929403305054,5.04858889579773,0.3023405075073242
3,10,5.681284379959107,5.587326955795288,0.09395742416381836
4,10,5.930616044998169,5.209445238113403,0.721170806884766
5,10,6.1308338165283205,5.496751070022583,0.6340827465057375
6,10,6.351921510696411,6.677720546722412,-0.3257990360260008
7,10,6.675498676300049,7.029969072341919,-0.3544703960418696
8,10,6.989887714385986,7.599576997756958,-0.6096892833709715
9,10,7.324392032623291,6.929644298553467,0.3947477340698242
10,10,8.022909355163574,7.213914775848389,0.8089945793151845
