bin,count,mean_prediction,mean_true,calibration_error
1,10,4.070202207565307,4.151106142997742,-0.08090393543243479
2,10,4.812484455108643,5.392313134670258,-0.579828679561615
3,10,5.539797401428222,6.56356782913208,-1.023770427703858
4,10,5.9920696258544925,5.950228548049926,0.04184107780456614
5,10,6.365815019607544,7.2381080150604244,-0.8722929954528809
6,10,6.563687324523926,6.27799506187439,0.28569226264953596
7,10,6.820961284637451,6.617190337181091,0.20377094745636004
8,10,7.092769527435303,6.106455230712891,0.9863142967224121
9,10,7.639357662200927,7.487455415725708,0.15190224647521955
10,10,8.58120346069336,8.384306383132934,0.19689707756042552
