bin,count,mean_prediction,mean_true,calibration_error
1,10,4.775795817375183,5.155936551094055,-0.38014073371887225
2,10,5.377734851837158,5.263167667388916,0.11456718444824254
3,10,5.650493049621582,5.549578666687012,0.10091438293457067
4,10,5.964605855941772,5.6104034900665285,0.3542023658752438
5,10,6.27751784324646,6.753774118423462,-0.4762562751770023
6,10,6.4948704719543455,5.298702526092529,1.1961679458618164
7,10,6.588933753967285,7.135853004455567,-0.5469192504882816
8,10,6.75186595916748,5.983180952072144,0.7686850070953364
9,10,6.89826021194458,7.244165897369385,-0.34590568542480504
10,10,7.1584237575531,6.593835616111756,0.5645881414413445
