bin,count,mean_prediction,mean_true,calibration_error
1,10,4.515681672096252,4.982164716720581,-0.46648304462432844
2,10,5.410880994796753,4.755169868469238,0.6557111263275148
3,10,5.7061302185058596,4.886182880401611,0.8199473381042486
4,10,6.022576904296875,6.16291344165802,-0.14033653736114537
5,10,6.2125156879425045,5.811135792732239,0.4013798952102654
6,10,6.522977209091186,6.010122394561767,0.512854814529419
7,10,6.905138397216797,6.630967998504639,0.2741703987121582
8,10,7.312839794158935,6.823985624313354,0.48885416984558105
9,10,7.722486591339111,7.35949673652649,0.36298985481262136
10,10,8.588914585113525,7.83249077796936,0.7564238071441647
