epoch,train_loss,train_mse,train_pcc,train_spearman,train_rmse,train_mae,train_median_absolute_error,train_r2,train_bias,val_loss,val_mse,val_pcc,val_spearman,val_rmse,val_mae,val_median_absolute_error,val_r2,val_bias,train_affinity_loss,train_contact_avg_prob,train_contact_f1,train_contact_loss,train_contact_pr_auc,train_contact_precision,train_contact_recall,train_contact_roc_auc,train_mean_prediction,train_neg_accuracy,train_pos_accuracy,train_scaled_contact_loss,val_affinity_loss,val_contact_avg_prob,val_contact_f1,val_contact_loss,val_contact_pr_auc,val_contact_precision,val_contact_recall,val_contact_roc_auc,val_mean_prediction,val_neg_accuracy,val_pos_accuracy,val_scaled_contact_loss
1.0,4.89174596965313,4.886299571020593,0.01827030812139543,0.01614074600427743,2.210497584486487,1.7211662056203931,1.4688432216644287,-0.5639749327812889,-0.2153715794440359,2.748133420944214,2.743255750370243,0.38985141649825344,0.35118049291708764,1.6562776791257687,1.4038576197624206,1.2792410850524902,0.12400914366372318,0.20991183042526246,4.886299596428871,0.013778177089989185,0.006708063273353579,0.05446378663182259,0.005853610966377034,0.006425842306356374,0.007016213141177586,0.5066603717265399,6.107407743567601,0.9936707215277889,0.007016213141177586,0.0054463786585256455,2.7432556915283204,0.007256408222019672,0.0,0.04877758383750916,0.009420166707761652,0.0,0.0,0.5722282454879218,6.23555296421051,1.0,0.0,0.004877758342772722
2.0,3.9644709175825117,3.9597585922744254,0.1746517393433703,0.18722772938918497,1.9899142173155167,1.553210516422987,1.2996902465820312,-0.26741373265597956,-0.13305628970265387,2.739311389923096,2.7344764947288813,0.4714855053461467,0.4730252361578898,1.653625258251966,1.40543114900589,1.367414951324463,0.12681258175593646,0.2586260437965393,3.959758602976799,0.008316575549542904,0.0,0.04712307078763842,0.006087497931439808,0.0,0.0,0.5129523359224194,6.189723033308983,1.0,0.0,0.004712307066656649,2.7344764995574953,0.008404848165810108,0.0,0.04834889695048332,0.010234304272371552,0.0,0.0,0.5959698546376077,6.284267177581787,1.0,0.0,0.0048348896764218805
3.0,3.5897314769029616,3.585038872806371,0.22336400805702908,0.20157181174744257,1.8934198881406024,1.5086648486554624,1.2816228866577148,-0.1474758861222616,-0.11106440320611,3.0916174125671385,3.086778473215423,0.521706733184911,0.5005385652767805,1.7569230128879931,1.4506363797187805,1.3375730514526367,0.01431366079979235,0.8115810322761535,3.5850388652086256,0.00830045435577631,0.0,0.046926065646111965,0.007134728339717182,0.0,0.0,0.5460548638939523,6.211714919805527,1.0,0.0,0.0046926065534353256,3.086778497695923,0.010566449724137783,0.0,0.04838952124118805,0.010034274977166233,0.0,0.0,0.5893979952828896,6.837222166061402,1.0,0.0,0.004838952124118805
4.0,3.693053974509239,3.6883819057602256,0.17867913787813838,0.17120257811340162,1.9205160519402658,1.517188794761896,1.267446517944336,-0.1805532508372638,-0.12025701507925987,2.5922948789596556,2.58750379548892,0.5488771468470329,0.5397713124478402,1.6085719739846644,1.3654615807533264,1.2206978797912598,0.17374467718593478,0.2739620327949524,3.6883819380402567,0.00823473185300827,0.0,0.04672029873356223,0.007752291359576346,0.0,0.0,0.562178421348682,6.202522307932377,1.0,0.0,0.004672029875218868,2.5875038051605226,0.007903563790023327,0.0,0.04791070103645325,0.010954774387600827,0.0,0.0,0.6256000092705678,6.299603166580201,1.0,0.0,0.004791070073843003
5.0,3.3550920766592025,3.350423586613475,0.2541051291687232,0.2464004646535528,1.8304162331594076,1.4600019060075282,1.2244396209716797,-0.07238175382034595,-0.08031370714306832,2.2712312364578247,2.2664440464575804,0.5653692395826397,0.5431497212360485,1.505471370188613,1.2551654744148255,1.2041852474212646,0.276267165091452,-0.14218567609786986,3.3504235625267027,0.00826258398592472,0.0,0.04668521609157324,0.008120468022863434,0.0,0.0,0.5733420615858276,6.242465615868569,1.0,0.0,0.0046685216226615015,2.266444034576416,0.007972710765898228,0.0,0.04787168964743614,0.010824840711780203,0.0,0.0,0.6171298141458067,5.883455457687378,1.0,0.0,0.0047871689684689045
6.0,3.6881669157743455,3.683505550513214,0.21219754292912182,0.21923305499752782,1.9192460890967615,1.5183385123312474,1.2865447998046875,-0.17899245881892512,-0.13091049477458,2.6343334674835206,2.629472976431685,0.6013173868856019,0.5825144843810701,1.6215649775546106,1.353945529460907,1.1875405311584473,0.16034285756017708,0.6440125918388366,3.6835055565834045,0.008183110505342484,0.0,0.0466134874150157,0.008460624380327256,0.0,0.0,0.5747323341382798,6.191868828237057,1.0,0.0,0.004661348746158183,2.6294729709625244,0.00541316345334053,0.0,0.04860450699925423,0.010441557712169333,0.0,0.0,0.6160518931332359,6.669653725624085,1.0,0.0,0.004860450737178326
7.0,3.3098581251502037,3.3051958149915337,0.26730374290160924,0.26249210867968853,1.818019750990493,1.4485244734585285,1.23907470703125,-0.0579055433354676,-0.10515771552920342,4.434752407073975,4.429972521062253,0.6102697897933729,0.5770058178312027,2.1047499901561357,1.7494567704200745,1.639648675918579,-0.41460212805450314,1.5696965336799622,3.3051958391070366,0.00805699173361063,0.0,0.04662285842001438,0.00851881413342379,0.0,0.0,0.5769843156604113,6.2176216074824335,0.9999988936761979,0.0,0.004662285833619535,4.42997257232666,0.007047639694064856,0.0,0.04779842242598534,0.010784444636992886,0.0,0.0,0.6298854716995298,7.59533766746521,1.0,0.0,0.004779842291027308
8.0,3.390233135819435,3.3855669613117856,0.29125090301019113,0.274272704494622,1.8399910220736908,1.4698231203854084,1.2821252346038818,-0.08363021623707434,-0.08839956685900688,2.1744226741790773,2.1696479838410103,0.56753760438141,0.5711371077159846,1.4729724993498725,1.195978400707245,1.1271936893463135,0.30717659297473443,-0.15069296598434448,3.3855669575929643,0.008091738447546959,0.0,0.04666169011965394,0.008346606409711655,0.0,0.0,0.5789862535015676,6.23437975615263,1.0,0.0,0.004666169004049152,2.1696479749679565,0.00807727500796318,0.0,0.04774709805846214,0.011382868983287973,0.0,0.0,0.6323074212196308,5.874948167800904,1.0,0.0,0.004774709735065699
9.0,3.0841862270236016,3.0795141641346855,0.35337773742067413,0.3416787867969322,1.7548544566814324,1.3969601213932037,1.1892468929290771,0.014329169170110623,-0.08024754732847214,2.5712608814239504,2.5664509228866477,0.5410062230413991,0.5330504992279584,1.6020146450287673,1.364697015285492,1.3464102745056152,0.18046739120802846,0.5759681296348572,3.0795141607522964,0.008153379894793034,0.0,0.046720639262348415,0.0083060758006074,0.0,0.0,0.5733291241689916,6.242531775683164,0.9999994468380989,0.0,0.004672063912730664,2.566450958251953,0.009045782499015331,0.0,0.04809931248426438,0.009696180597729647,0.0,0.0,0.6025602952052393,6.601609263420105,1.0,0.0,0.004809931255877018
10.0,2.9921992456912996,2.987544617701423,0.37778948986185035,0.3539833089218325,1.7284515086346575,1.390453193038702,1.2465955018997192,0.0437661824170964,-0.10694479539990426,3.092035884857178,3.0872478171926923,0.604689531768558,0.5802162062889141,1.757056577686869,1.3934205532073975,0.9685351848602295,0.014163787412118212,-1.035145525932312,2.9875446337461473,0.007862616330385208,0.0,0.04654618192464113,0.008670740475052846,0.0,0.0,0.5863075747666846,6.215834527611732,1.0,0.0,0.004654618189670145,3.087247848510742,0.008720366284251213,0.0,0.04788068041205406,0.010631463196652736,0.0,0.0,0.6217751362140438,4.990495607852936,1.0,0.0,0.004788068048655987
