bin,count,mean_prediction,mean_true,calibration_error
1,10,4.659033536911011,3.8555408477783204,0.8034926891326903
2,10,5.135294628143311,5.8104126930236815,-0.6751180648803707
3,10,5.444502067565918,5.633368897438049,-0.188866829872131
4,10,5.664113283157349,5.2215067625045775,0.4426065206527712
5,10,5.926284265518189,6.585007619857788,-0.6587233543395996
6,10,6.179327774047851,6.487107443809509,-0.3077796697616577
7,10,6.437240314483643,6.3751476287841795,0.062092685699463246
8,10,6.756832456588745,6.821759033203125,-0.06492657661438006
9,10,7.135829210281372,6.948847842216492,0.1869813680648802
10,10,7.558498382568359,6.84989972114563,0.7085986614227293
