bin,count,mean_prediction,mean_true,calibration_error
1,10,3.8470840215682984,4.973391723632813,-1.1263077020645142
2,10,4.754214143753051,5.270195460319519,-0.5159813165664673
3,10,5.1508713722229,4.618383502960205,0.5324878692626953
4,10,5.560756349563599,5.225215935707093,0.33554041385650635
5,10,5.854174518585205,5.784417700767517,0.06975681781768817
6,10,6.126280355453491,5.687990212440491,0.43829014301299996
7,10,6.3792682647705075,7.18191704750061,-0.8026487827301025
8,10,6.624473714828492,6.368600368499756,0.2558733463287357
9,10,6.99939455986023,7.491137409210205,-0.4917428493499756
10,10,7.671126651763916,7.987349128723144,-0.31622247695922834
